timestamp,url,is_anomaly_if_x,is_anomaly_ae_x,is_anomaly_label,ip,method,status,bytes,referrer,user_agent,hour,day,weekday,url_length,anomaly_score,is_anomaly_if_y,recon_error,is_anomaly_ae_y,ae_pred_optimized
2021-11-30 16:26:41+03:00,/wp-content/uploads/2014/08/%D0%9A%D0%BB%D0%B0%D0%BF%D0%B0%D0%BD-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D0%BD%D1%8B%D0%B9-%D0%9A-2107-200-%D0%94%D0%96%D0%95%D0%A2-003-100-100-01-%D0%9F%D0%A1-_%D1%80%D0%B0%D0%BC%D0%BF%D0%BE%D0%B2%D1%8B%D0%B9-%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9-%D0%B8-%D1%83%D0%B3%D0%BB%D0%B5%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%82%D0%BD%D1%8B%D0%B9_1.pdf,1,0,,176.59.13.39,GET,200,265411,https://www.google.com/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:88.0) Gecko/20100101 Firefox/88.0,16,30,1,391,-1,1,0.0056993097380856,1,1
2021-11-30 16:26:44+03:00,/wp-content/uploads/2014/08/%D0%9A%D0%BB%D0%B0%D0%BF%D0%B0%D0%BD-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D0%BD%D1%8B%D0%B9-%D0%9A-2107-200-%D0%94%D0%96%D0%95%D0%A2-003-100-100-01-%D0%9F%D0%A1-_%D1%80%D0%B0%D0%BC%D0%BF%D0%BE%D0%B2%D1%8B%D0%B9-%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9-%D0%B8-%D1%83%D0%B3%D0%BB%D0%B5%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%82%D0%BD%D1%8B%D0%B9_1.pdf,1,0,,176.59.13.39,GET,206,3267,https://www.google.com/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:88.0) Gecko/20100101 Firefox/88.0,16,30,1,391,-1,1,0.0056993097380856,1,1
2021-11-30 16:26:44+03:00,/wp-content/uploads/2014/08/%D0%9A%D0%BB%D0%B0%D0%BF%D0%B0%D0%BD-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D0%BD%D1%8B%D0%B9-%D0%9A-2107-200-%D0%94%D0%96%D0%95%D0%A2-003-100-100-01-%D0%9F%D0%A1-_%D1%80%D0%B0%D0%BC%D0%BF%D0%BE%D0%B2%D1%8B%D0%B9-%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9-%D0%B8-%D1%83%D0%B3%D0%BB%D0%B5%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%82%D0%BD%D1%8B%D0%B9_1.pdf,1,0,,176.59.13.39,GET,206,65536,https://www.google.com/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:88.0) Gecko/20100101 Firefox/88.0,16,30,1,391,-1,1,0.0056993097380856,1,1
2021-11-30 23:36:17+03:00,/wp-includes/js/jquery/jquery.js?ver=1.12.4,0,1,,85.140.4.217,GET,200,33776,http://promjet.ru/,"Mozilla/5.0 (Linux; Android 10; M2010J19CG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",23,30,1,43,1,0,0.0019937354037643,0,1
2021-11-30 23:36:17+03:00,/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1,0,1,,85.140.4.217,GET,200,4014,http://promjet.ru/,"Mozilla/5.0 (Linux; Android 10; M2010J19CG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",23,30,1,54,1,0,0.0019860595209361,0,0
2021-11-30 23:36:17+03:00,/wp-content/plugins/gallery-plugin/fancybox/jquery.mousewheel-3.0.4.pack.js?ver=5.1.11,0,1,,85.140.4.217,GET,200,677,http://promjet.ru/,"Mozilla/5.0 (Linux; Android 10; M2010J19CG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",23,30,1,86,1,0,0.0020287345458241,1,1
2021-11-30 23:36:17+03:00,/wp-content/themes/jet/script/utils.js,0,1,,85.140.4.217,GET,200,1619,http://promjet.ru/,"Mozilla/5.0 (Linux; Android 10; M2010J19CG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",23,30,1,38,1,0,0.0020009995424221,0,1
2021-11-30 23:36:17+03:00,/wp-content/plugins/gallery-plugin/fancybox/jquery.fancybox-1.3.4.pack.js?ver=5.1.11,0,1,,85.140.4.217,GET,200,5574,http://promjet.ru/,"Mozilla/5.0 (Linux; Android 10; M2010J19CG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",23,30,1,84,1,0,0.0020232343467845,1,1
2021-11-30 23:36:18+03:00,/wp-content/themes/jet/script/jquery.raty-2.4.5/js/jquery.raty.min.js,0,1,,85.140.4.217,GET,200,2591,http://promjet.ru/,"Mozilla/5.0 (Linux; Android 10; M2010J19CG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",23,30,1,69,1,0,0.0019940133691645,0,1
2021-11-30 23:36:18+03:00,/wp-content/themes/jet/jquery-1.7.2.min.js,0,1,,85.140.4.217,GET,200,33622,http://promjet.ru/,"Mozilla/5.0 (Linux; Android 10; M2010J19CG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",23,30,1,42,1,0,0.0019949993851825,0,1
2021-11-30 23:36:18+03:00,/wp-content/themes/jet/script/custom.js,0,1,,85.140.4.217,GET,200,1569,http://promjet.ru/,"Mozilla/5.0 (Linux; Android 10; M2010J19CG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",23,30,1,39,1,0,0.0019993580187946,0,1
2021-11-30 23:36:18+03:00,/wp-includes/js/readmore/readmore.js,0,1,,85.140.4.217,GET,200,1845,http://promjet.ru/,"Mozilla/5.0 (Linux; Android 10; M2010J19CG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",23,30,1,36,1,0,0.0020045697385941,0,1
2021-11-30 23:36:18+03:00,/wp-content/plugins/ml-slider/assets/sliders/flexslider/flexslider.css?ver=3.2.1,0,1,,85.140.4.217,GET,200,1718,http://promjet.ru/,"Mozilla/5.0 (Linux; Android 10; M2010J19CG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",23,30,1,80,1,0,0.0020133618131582,1,1
2021-11-30 23:36:18+03:00,/wp-content/plugins/ml-slider/assets/metaslider/public.css?ver=3.2.1,0,1,,85.140.4.217,GET,200,737,http://promjet.ru/,"Mozilla/5.0 (Linux; Android 10; M2010J19CG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",23,30,1,68,1,0,0.0019928239648728,0,1
2021-11-30 23:36:19+03:00,/wp-content/uploads/2017/12/Company-Promjet-e1513064131432.jpg,0,1,,85.140.4.217,GET,200,30196,http://promjet.ru/,"Mozilla/5.0 (Linux; Android 10; M2010J19CG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",23,30,1,62,1,0,0.0019876552268114,0,1
2021-11-30 23:36:19+03:00,/wp-content/uploads/2015/10/-%D0%BD%D0%B0-%D1%81%D0%B0%D0%B9%D1%821-e1444978087764.jpg,0,1,,85.140.4.217,GET,200,11098,http://promjet.ru/,"Mozilla/5.0 (Linux; Android 10; M2010J19CG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",23,30,1,86,1,0,0.0020287345458241,1,1
2021-11-30 23:36:19+03:00,/wp-content/themes/jet/fonts/HeliosCondRegular/HeliosCondRegular.woff,0,1,,85.140.4.217,GET,200,24952,http://promjet.ru/wp-content/themes/jet/fonts/fonts.css,"Mozilla/5.0 (Linux; Android 10; M2010J19CG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",23,30,1,69,1,0,0.0019940133691645,0,1
2021-11-30 23:36:19+03:00,/wp-content/uploads/2015/08/%D0%BE%D0%B1%D0%BB%D0%BE%D0%B6%D0%BA%D0%B0_%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%D0%B0.jpg,0,1,,85.140.4.217,GET,200,4092,http://promjet.ru/,"Mozilla/5.0 (Linux; Android 10; M2010J19CG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",23,30,1,123,1,0,0.002198700243105,1,1
2021-11-30 23:28:01+03:00,/wp-content/uploads/2015/06/15-%D0%A0%D0%B0%D0%BC%D0%BF%D0%B0-%D0%BF%D0%B5%D1%80%D0%B5%D0%BF%D1%83%D1%81%D0%BA%D0%BD%D0%B0%D1%8F-%D0%A0%D0%9F-01%D1%83%D0%BF-_5%D1%81-2%D1%85_2-3__-%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%80%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F-%D0%BD%D0%B0-5-%D0%B1%D0%B0%D0%BB%D0%BB%D0%BE%D0%BD%D0%BE%D0%B2-619-%D1%83%D0%BF.pdf,1,1,,114.119.144.7,GET,200,384424,-,"Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)",23,30,1,331,-1,1,0.0055616919549936,1,1
2021-11-30 23:46:00+03:00,/wp-content/uploads/2014/07/%D0%9F%D0%BE%D1%81%D1%82-%D0%B3%D0%B0%D0%B7%D0%BE%D1%80%D0%B0%D0%B7%D0%B1%D0%BE%D1%80%D0%BD%D1%8B%D0%B9-%D0%B7%D0%B0%D0%BA%D1%80%D1%8B%D1%82%D0%BE%D0%B3%D0%BE-%D1%82%D0%B8%D0%BF%D0%B0-%D0%9A%D0%B8%D1%81%D0%BB%D0%BE%D1%80%D0%BE%D0%B4.jpg,1,1,,5.45.207.107,GET,200,883820,-,Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots),23,30,1,264,-1,1,0.0040321057542817,1,1
2021-11-30 23:53:48+03:00,/wp-content/uploads/2015/06/18-%C3%90%C2%A0%C3%90%C2%B0%C3%90%C2%BC%C3%90%C2%BF%C3%90%C2%B0-%C3%90%C2%BF%C3%90%C2%B5%C3%91%E2%82%AC%C3%90%C2%B5%C3%90%C2%BF%C3%91%C6%92%C3%91%20%C3%90%C2%BA%C3%90%C2%BD%C3%90%C2%B0%C3%91%20-%C3%90%C2%A0%C3%90%C5%B8-01%C3%91%C6%92%C3%90%C2%BF-_4%C3%91%20-2%C3%91%E2%80%A62_-%C3%90%C2%B0%C3%91%E2%82%AC%C3%90%C2%B3%C3%90%C2%BE%C3%90%C2%BD%C3%90%C2%BE%C3%90%C2%B2%C3%90%C2%B0%C3%91%20-%C3%90%C2%BD%C3%90%C2%B0-4-%C3%90%C2%B1%C3%90%C2%B0%C3%90%C2%BB%C3%90%C2%BB%C3%90%C2%BE%C3%90%C2%BD%C3%90%C2%B0-651%C3%91%C6%92%C3%90%C2%BF.pdf,1,1,,66.249.66.208,GET,404,71236,-,Googlebot/2.1 (+http://www.google.com/bot.html),23,30,1,557,-1,1,0.0138495749765974,1,1
2021-12-01 00:13:51+03:00,/wp-content/uploads/2014/08/%D0%93%D0%BE%D1%80%D0%B5%D0%BB%D0%BA%D0%B0-%D0%B3%D0%B0%D0%B7%D0%BE%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%80%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F-%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D0%B8-%D0%93%D0%9F-2-%D0%93%D0%9F-2%D0%B7-%D0%94%D0%96%D0%95%D0%A2-110-00-00-00-%D0%9F%D0%A1-_%D0%B0%D1%86%D0%B5%D1%82%D0%B8%D0%BB%D0%B5%D0%BD%D0%BF%D1%80%D0%BE%D0%BF%D0%B0%D0%BD-%D0%B1%D1%83%D1%82%D0%B0%D0%BD-%D0%B8%D0%BB%D0%B8-%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9-%D0%B3%D0%B0%D0%B7+%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%80%D0%BE%D0%B4_1.pdf,1,1,,91.211.12.88,GET,200,437196,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.60 YaBrowser/20.12.0.963 Yowser/2.5 Safari/537.36",0,1,2,550,-1,1,0.013592631128089,1,1
2021-12-01 00:22:51+03:00,/wp-content/uploads/2014/08/%C3%90%C2%A0%C3%90%C2%B5%C3%90%C2%B4%C3%91%C6%92%C3%90%C2%BA%C3%91%E2%80%9A%C3%90%C2%BE%C3%91%E2%82%AC-%C3%90%C2%A1%C3%90%C5%A1%C3%90%C5%BE-10-%C3%90%E2%80%9D%C3%90%E2%80%93%C3%90%E2%80%A2%C3%90%C2%A2-277-00-00-00-%C3%90%C5%B8%C3%90%C2%A1-_%C3%90%C5%A1%C3%90%CB%9C%C3%90%C2%A1%C3%90%E2%80%BA%C3%90%C5%BE%C3%90%C2%A0%C3%90%C5%BE%C3%90%E2%80%9D_.pdf,1,1,,66.249.66.14,GET,404,71054,-,Googlebot/2.1 (+http://www.google.com/bot.html),0,1,2,375,-1,1,0.0068389738885485,1,1
2021-12-01 00:43:22+03:00,/wp-content/uploads/2015/06/3-%D0%A0%D0%B0%D0%BC%D0%BF%D0%B0-%D0%BF%D0%B5%D1%80%D0%B5%D0%BF%D1%83%D1%81%D0%BA%D0%BD%D0%B0%D1%8F-%D0%A0%D0%9F-02%D1%83%D0%BF-_4%D1%81-2%D1%852_-%D1%83%D0%B3%D0%BB%D0%B5%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%82%D0%BD%D0%B0%D1%8F-%D0%BD%D0%B0-4-%D0%B1%D0%B0%D0%BB%D0%BB%D0%BE%D0%BD%D0%B0-c-%D0%BF%D0%B5%D1%80%D0%B5%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5%D0%BC-478%D1%83%D0%BF.pdf,1,1,,114.119.144.51,GET,200,308673,-,"Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)",0,1,2,412,-1,1,0.0080257542864865,1,1
2021-12-01 01:24:54+03:00,/wp-content/uploads/2014/08/%D0%93%D0%BE%D1%80%D0%B5%D0%BB%D0%BA%D0%B0-%D0%B3%D0%B0%D0%B7%D0%BE%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%80%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F-%D0%94%D0%96%D0%95%D0%A2-100-00-00-00-%D0%9F%D0%A1-%D0%BC%D0%BE%D0%B4.%D0%93%D0%9F-1-%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD-%D0%A8%D1%82%D0%BE%D1%80%D0%BC-%D0%A0%D0%BE%D1%82%D0%BE%D1%80-%D0%94%D0%96%D0%95%D0%A2-100-_%D0%B0%D1%86%D0%B5%D1%82%D0%B8%D0%BB%D0%B5%D0%BD%D0%BF%D1%80%D0%BE%D0%BF%D0%B0%D0%BD-%D0%B1%D1%83%D1%82%D0%B0%D0%BD-%D0%B8%D0%BB%D0%B8-%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9-%D0%B3%D0%B0%D0%B7-%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%80%D0%BE%D0%B4_-%D0%BE%D1%82-07.11.2014.pdf,1,1,,66.249.66.78,GET,304,0,-,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",1,1,2,662,-1,1,0.0182854319360708,1,1
2021-12-03 23:21:41+03:00,/%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3/armatur-dla-medicin/%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5-%D0%B4%D0%BB%D1%8F-%D0%BC%D0%B0%D1%88%D0%B8%D0%BD-%D1%81%D0%BA%D0%BE%D1%80%D0%BE%D0%B9-%D0%BF%D0%BE%D0%BC%D0%BE%D1%89%D0%B8/%D0%B0%D1%80%D0%BC%D0%B0%D1%82%D1%83%D1%80%D0%B0-%D0%B4%D0%BB%D1%8F-%D0%BC%D0%B0%D1%88%D0%B8%D0%BD-%D1%81%D0%BA%D0%BE%D1%80%D0%BE%D0%B9-%D0%BF%D0%BE%D0%BC%D0%BE%D1%89%D0%B8/,1,1,,62.133.61.16,GET,404,71112,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",23,3,4,434,-1,1,0.0087850532690214,1,1
2021-12-03 23:28:40+03:00,/wp-content/uploads/2014/08/%C3%90%C2%A0%C3%90%C2%B5%C3%90%C2%B4%C3%91%C6%92%C3%90%C2%BA%C3%91%E2%80%9A%C3%90%C2%BE%C3%91%E2%82%AC-%C3%90%E2%80%98%C3%90%E2%80%9C%C3%90%C5%BE-5-%C3%90%E2%80%9D%C3%90%E2%80%93%C3%90%E2%80%A2%C3%90%C2%A2-205-00-00-00-%C3%90%C5%B8%C3%90%C2%A1-_%C3%90%C2%B3%C3%90%C2%B5%C3%90%C2%BB%C3%90%C2%B5%C3%90%C2%B2%C3%91%E2%80%B9%C3%90%C2%B9_1.pdf,1,1,,40.77.167.44,GET,404,71045,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),23,3,4,366,-1,1,0.0065711203484957,1,1
2021-12-03 23:50:51+03:00,/wp-content/uploads/2015/06/5-%C3%90%C2%A0%C3%90%C2%B0%C3%90%C2%BC%C3%90%C2%BF%C3%90%C2%B0-%C3%90%C2%BF%C3%90%C2%B5%C3%91%E2%82%AC%C3%90%C2%B5%C3%90%C2%BF%C3%91%C6%92%C3%91%20%C3%90%C2%BA%C3%90%C2%BD%C3%90%C2%B0%C3%91%20-%C3%90%C2%A0%C3%90%C5%B8-01%C3%91%C6%92%C3%90%C2%BF-_4%C3%91%20-2%C3%91%E2%80%A62_-%C3%90%C2%BA%C3%90%C2%B8%C3%91%20%C3%90%C2%BB%C3%90%C2%BE%C3%91%E2%82%AC%C3%90%C2%BE%C3%90%C2%B4%C3%90%C2%BD%C3%90%C2%B0%C3%91%20-%C3%90%C2%BD%C3%90%C2%B0-4-%C3%90%C2%B1%C3%90%C2%B0%C3%90%C2%BB%C3%90%C2%BB%C3%90%C2%BE%C3%90%C2%BD%C3%90%C2%B0-c-%C3%90%C2%BE%C3%91%E2%80%9A%C3%91%20%C3%90%C2%B5%C3%91%E2%80%A1%C3%90%C2%BD%C3%91%E2%80%B9%C3%90%C2%BC%C3%90%C2%B8-%C3%90%C2%BA%C3%90%C2%BB%C3%90%C2%B0%C3%90%C2%BF%C3%90%C2%B0%C3%90%C2%BD%C3%90%C2%B0%C3%90%C2%BC%C3%90%C2%B8-483%C3%91%C6%92%C3%90%C2%BF.pdf,1,1,,66.249.66.206,GET,404,71482,-,Googlebot/2.1 (+http://www.google.com/bot.html),23,3,4,803,-1,1,0.0284142036096204,1,1
2021-12-04 00:06:08+03:00,/shop/zip_medobor/%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA-%D0%BA-%D0%B2%D0%B5%D0%BD%D1%82%D0%B8%D0%BB%D1%8E-%D0%BF%D0%B0%D0%BB%D0%B0%D1%82%D0%BD%D0%BE%D0%BC%D1%83-%D0%BF%D0%BE%D0%B4-%D0%BC%D0%B0/%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA-%D0%BA-%D0%B2%D0%B5%D0%BD%D1%82%D0%B8%D0%BB%D1%8E-%D0%BF%D0%B0%D0%BB%D0%B0%D1%82%D0%BD%D0%BE%D0%BC%D1%83-%D0%BF%D0%BE%D0%B4-%D0%BC%D0%BE/,1,1,,148.251.190.243,GET,404,71092,-,Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/),0,4,5,414,-1,1,0.0080867597065992,1,1
2021-12-04 00:06:16+03:00,/shop/zip_medobor/%D1%88%D1%82%D1%83%D1%86%D0%B5%D1%80-%D0%BA-%D0%BA%D0%BB%D0%B0%D0%BF%D0%B0%D0%BD%D1%83-%D0%B2%D0%BA%D0%BC-%D0%B4%D0%BB%D1%8F-%D0%B0%D1%80%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B9-2/%D1%88%D1%82%D1%83%D1%86%D0%B5%D1%80-%D0%BA-%D0%BA%D0%BB%D0%B0%D0%BF%D0%B0%D0%BD%D1%83-%D0%B2%D0%BA%D0%BC-%D0%B4%D0%BB%D1%8F-%D0%B0%D1%80%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B9-3/,1,1,,148.251.190.243,GET,404,71096,-,Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/),0,4,5,418,-1,1,0.0082239544030814,1,1
